account_id,company_name,industry,country,region,employees,revenue_band,account_tier
ACC-00592,"Harvey, Randall and Hernandez",Technology,Spain,Europe,250,$10M-$50M,Tier 2
ACC-00593,"Allen, Armstrong and Graves",Technology,India,WW,25,$50M-$250M,Tier 2
ACC-00594,Smith LLC,Technology,India,WW,100,$250M-$1B,Tier 1
ACC-00595,Hernandez-Vaughn,Professional Services,United States,WW,1000,$1B+,Tier 3
ACC-00596,Shaw-Carr,Agriculture,Germany,Europe,5000,$10M-$50M,Tier 3
ACC-00597,Salas-Fitzgerald,Financial Services,Germany,Europe,50,$50M-$250M,Tier 1
ACC-00598,Thornton PLC,Education,Singapore,APAC,500,$50M-$250M,Tier 1
ACC-00599,Hoffman Ltd,Technology,Australia,WW,10000,$10M-$50M,Tier 1
ACC-00600,Fox-Edwards,Technology,Saudi Arabia,AMEA,50,$50M-$250M,Tier 3
ACC-00601,Stevens PLC,Financial Services,Germany,Europe,25,$10M-$50M,Tier 1
ACC-00602,Payne-Lowe,Technology,Saudi Arabia,AMEA,50,$50M-$250M,Tier 2
ACC-00603,"Becker, Lara and Baker",Education,Netherlands,Europe,50,$1B+,Tier 2
ACC-00604,Lee-Wright,Manufacturing,Japan,APAC,1000,$10M-$50M,Tier 2
ACC-00605,"Evans, David and Hendrix",Manufacturing,Australia,WW,10000,$50M-$250M,Tier 1
ACC-00606,Bush-Vaughn,Professional Services,United Arab Emirates,AMEA,100,<$10M,Tier 1
ACC-00607,Stewart-Bailey,Professional Services,Saudi Arabia,AMEA,250,$1B+,Tier 1
ACC-00608,"Hill, Martinez and Rhodes",Professional Services,Spain,Europe,10000,$1B+,Tier 1
ACC-00609,Huang-Foster,Manufacturing,Germany,Europe,5000,<$10M,Tier 3
ACC-00610,Blevins-Ballard,Technology,Japan,APAC,100,$10M-$50M,Tier 1
ACC-00611,Williams-Moses,Financial Services,India,APAC,5000,<$10M,Tier 3
ACC-00612,Reed Group,Financial Services,France,Europe,500,$50M-$250M,Tier 3
ACC-00613,"Scott, Mendoza and Harris",Technology,Australia,WW,5000,$1B+,Tier 2
ACC-00614,"Nelson, Hoffman and Nelson",Professional Services,Saudi Arabia,AMEA,25,$1B+,Tier 3
ACC-00615,Gilbert PLC,Technology,Spain,Europe,100,$10M-$50M,Tier 3
ACC-00616,Sanchez Ltd,Technology,Germany,WW,50,$50M-$250M,Tier 3
ACC-00617,"Perez, Hall and Garcia",Education,Kenya,AMEA,5000,$250M-$1B,Tier 3
ACC-00618,Love-Garcia,Technology,France,Europe,500,$250M-$1B,Tier 1
ACC-00619,Smith PLC,Technology,Spain,Europe,1000,$10M-$50M,Tier 1
ACC-00620,Russell Group,Manufacturing,Netherlands,Europe,25,$50M-$250M,Tier 2
ACC-00621,Santos-Avila,Manufacturing,Saudi Arabia,AMEA,50,$10M-$50M,Tier 1
ACC-00622,Morris-Brewer,Agriculture,Saudi Arabia,AMEA,1000,$50M-$250M,Tier 3
ACC-00623,Pearson and Sons,Professional Services,Germany,Europe,250,$250M-$1B,Tier 1
ACC-00624,"Rodgers, Jefferson and Johnson",Agriculture,Spain,Europe,1000,<$10M,Tier 3
ACC-00625,Butler and Sons,Technology,Singapore,APAC,5000,$10M-$50M,Tier 3
ACC-00626,Osborn Group,Financial Services,United Kingdom,WW,250,<$10M,Tier 1
ACC-00627,Lopez-Curry,Education,United States,WW,1000,$10M-$50M,Tier 2
ACC-00628,Mcdowell-Smith,Education,Saudi Arabia,AMEA,50,<$10M,Tier 1
ACC-00629,"Morrison, Hebert and Rogers",Education,Saudi Arabia,AMEA,100,$250M-$1B,Tier 3
ACC-00630,Hays-Daniels,Manufacturing,South Africa,AMEA,500,<$10M,Tier 2
ACC-00631,Small-Anderson,Education,United States,WW,100,$1B+,Tier 1
ACC-00632,"Mcdonald, Lee and Rodriguez",Agriculture,Australia,APAC,250,$50M-$250M,Tier 3
ACC-00633,Simon Ltd,Professional Services,Germany,Europe,25,$250M-$1B,Tier 1
ACC-00634,Higgins-Smith,Professional Services,India,APAC,250,$50M-$250M,Tier 3
ACC-00635,Gibbs-Bradley,Agriculture,Kenya,AMEA,5000,$250M-$1B,Tier 2
ACC-00636,Thompson Ltd,Manufacturing,France,Europe,10000,$50M-$250M,Tier 3
ACC-00637,Wilcox-Robertson,Professional Services,Germany,Europe,25,$1B+,Tier 3
ACC-00638,Morales Inc,Professional Services,Kenya,AMEA,500,<$10M,Tier 2
ACC-00639,Holden Group,Manufacturing,India,WW,1000,$50M-$250M,Tier 2
ACC-00640,Boyle-Smith,Financial Services,South Africa,AMEA,250,<$10M,Tier 3
ACC-00641,Young-Molina,Agriculture,Netherlands,Europe,100,<$10M,Tier 3
ACC-00642,Turner-Sharp,Manufacturing,Netherlands,Europe,5000,$250M-$1B,Tier 2
ACC-00643,Green LLC,Professional Services,Germany,WW,250,$50M-$250M,Tier 3
ACC-00644,"Young, Contreras and Marshall",Agriculture,Japan,APAC,1000,$1B+,Tier 2
ACC-00645,Sullivan PLC,Agriculture,Australia,APAC,500,<$10M,Tier 2
ACC-00646,"Carrillo, Vaughn and Fowler",Agriculture,Singapore,APAC,100,$50M-$250M,Tier 3
ACC-00647,Richardson-Walker,Financial Services,India,WW,250,$50M-$250M,Tier 2
ACC-00648,Mendoza Group,Manufacturing,Kenya,AMEA,500,$250M-$1B,Tier 1
ACC-00649,"Zhang, Brooks and Miles",Technology,Italy,Europe,50,$250M-$1B,Tier 1
ACC-00650,Todd-Pham,Agriculture,Australia,WW,500,$250M-$1B,Tier 1
ACC-00651,Gill Ltd,Financial Services,Australia,APAC,1000,$250M-$1B,Tier 3
ACC-00652,"Marks, Miller and Griffin",Financial Services,Netherlands,Europe,100,<$10M,Tier 2
ACC-00653,"Cox, Stark and Rodriguez",Agriculture,South Africa,AMEA,1000,<$10M,Tier 1
ACC-00654,"Leach, Harris and Herrera",Manufacturing,France,Europe,100,$1B+,Tier 1
ACC-00655,Murphy PLC,Technology,France,Europe,5000,$250M-$1B,Tier 2
ACC-00656,Wilson-Harris,Education,Spain,Europe,25,<$10M,Tier 3
ACC-00657,"Burns, Nolan and Griffin",Agriculture,Singapore,APAC,25,$50M-$250M,Tier 3
ACC-00658,Chavez PLC,Technology,India,APAC,250,$10M-$50M,Tier 3
ACC-00659,Bryant-Brown,Manufacturing,South Africa,AMEA,50,$250M-$1B,Tier 3
ACC-00660,Chambers-Parker,Financial Services,United Arab Emirates,AMEA,25,$50M-$250M,Tier 2
ACC-00661,Foster Inc,Agriculture,Italy,Europe,1000,$250M-$1B,Tier 3
ACC-00662,"Robinson, Jones and Henderson",Manufacturing,Japan,APAC,1000,$10M-$50M,Tier 1
ACC-00663,"Brown, Mcknight and Michael",Technology,France,Europe,250,$10M-$50M,Tier 1
ACC-00664,Andersen Group,Professional Services,Germany,WW,100,<$10M,Tier 2
ACC-00665,Mitchell and Sons,Education,India,WW,25,$1B+,Tier 1
ACC-00666,Cannon Ltd,Agriculture,United States,WW,25,<$10M,Tier 2
ACC-00667,"Stuart, Brooks and Vance",Education,Germany,Europe,500,$250M-$1B,Tier 3
ACC-00668,Kane-Knox,Financial Services,India,APAC,500,$250M-$1B,Tier 3
ACC-00669,Miller-Brandt,Agriculture,Germany,WW,500,$1B+,Tier 3
ACC-00670,"Anderson, Dalton and Wilson",Education,India,APAC,50,$50M-$250M,Tier 1
ACC-00671,"Long, Anderson and Irwin",Education,United Kingdom,WW,250,$50M-$250M,Tier 3
ACC-00672,Avila LLC,Manufacturing,Japan,APAC,500,$10M-$50M,Tier 1
ACC-00673,Nunez-Stephens,Financial Services,Spain,Europe,1000,$10M-$50M,Tier 1
ACC-00674,"Gray, Hall and Murray",Agriculture,United States,WW,50,$1B+,Tier 3
ACC-00675,Hill Ltd,Financial Services,Germany,Europe,50,<$10M,Tier 2
ACC-00676,Johnson Ltd,Education,Singapore,APAC,500,$250M-$1B,Tier 1
ACC-00677,Mendez-Mayer,Financial Services,United States,WW,500,$50M-$250M,Tier 3
ACC-00678,Allen Inc,Education,United Arab Emirates,AMEA,50,<$10M,Tier 1
ACC-00679,Wheeler Group,Agriculture,Australia,APAC,1000,$50M-$250M,Tier 2
ACC-00680,"Powers, Brennan and Sanchez",Agriculture,United Arab Emirates,AMEA,1000,$50M-$250M,Tier 1
ACC-00681,Morales and Sons,Education,Australia,WW,10000,$50M-$250M,Tier 2
ACC-00682,"Robinson, Shields and Brown",Education,France,Europe,50,$10M-$50M,Tier 3
ACC-00683,"Holder, Young and Hendricks",Financial Services,United States,WW,5000,$1B+,Tier 2
ACC-00684,"Flores, Harper and Chambers",Financial Services,Italy,Europe,5000,$50M-$250M,Tier 3
ACC-00685,Young-Walter,Agriculture,United Kingdom,WW,10000,$250M-$1B,Tier 1
ACC-00686,"Boyd, Gutierrez and Hill",Education,Germany,Europe,50,$50M-$250M,Tier 3
ACC-00687,"Fry, Hobbs and Buck",Technology,South Africa,AMEA,1000,$1B+,Tier 3
ACC-00688,"Shelton, Peters and Williams",Education,United Kingdom,WW,10000,$50M-$250M,Tier 3
ACC-00689,David-Powers,Financial Services,Italy,Europe,25,<$10M,Tier 3
ACC-00690,"Flores, Butler and Hernandez",Professional Services,Japan,APAC,10000,$10M-$50M,Tier 1
ACC-00691,White-Medina,Manufacturing,France,Europe,1000,$50M-$250M,Tier 1
ACC-00692,Atkinson LLC,Professional Services,Japan,APAC,5000,$10M-$50M,Tier 1
ACC-00693,"Thomas, Ford and Brown",Education,Italy,Europe,10000,<$10M,Tier 2
ACC-00694,Faulkner-Grant,Manufacturing,Germany,Europe,10000,<$10M,Tier 1
ACC-00695,Price LLC,Education,Germany,Europe,25,<$10M,Tier 3
ACC-00696,Rivera Inc,Professional Services,South Africa,AMEA,10000,$50M-$250M,Tier 2
ACC-00697,Boone-Davis,Financial Services,Australia,WW,1000,$1B+,Tier 3
ACC-00698,"Calderon, Williams and Bennett",Agriculture,Netherlands,Europe,10000,<$10M,Tier 1
ACC-00699,"Morrison, Russo and Lopez",Technology,Singapore,APAC,1000,$50M-$250M,Tier 3
ACC-00700,"Ramsey, Hansen and Mendoza",Agriculture,United Arab Emirates,AMEA,25,$10M-$50M,Tier 2
ACC-00701,Turner-Stout,Agriculture,Japan,APAC,50,$50M-$250M,Tier 3
ACC-00702,Giles Ltd,Financial Services,India,APAC,5000,$10M-$50M,Tier 2
ACC-00703,Burgess Group,Agriculture,Singapore,APAC,50,$250M-$1B,Tier 1
ACC-00704,Dominguez Ltd,Education,Australia,WW,100,$250M-$1B,Tier 1
ACC-00705,Sanders and Sons,Professional Services,Australia,WW,10000,$1B+,Tier 1
ACC-00706,"Morris, Campbell and Owens",Agriculture,Australia,APAC,50,$250M-$1B,Tier 3
ACC-00707,"Howard, Green and Hunt",Professional Services,Saudi Arabia,AMEA,5000,$1B+,Tier 3
ACC-00708,Owens-Lang,Manufacturing,Japan,APAC,1000,$50M-$250M,Tier 2
ACC-00709,"Harrison, Franco and Rocha",Financial Services,Japan,APAC,500,$1B+,Tier 2
ACC-00710,Edwards-Williams,Financial Services,Australia,APAC,500,$50M-$250M,Tier 3
ACC-00711,Figueroa Inc,Agriculture,Australia,APAC,1000,<$10M,Tier 2
ACC-00712,Tran-Silva,Professional Services,Italy,Europe,5000,$1B+,Tier 2
ACC-00713,"Butler, Hernandez and Rivera",Technology,Italy,Europe,50,<$10M,Tier 2
ACC-00714,Hudson-Sanchez,Technology,India,APAC,250,$50M-$250M,Tier 1
ACC-00715,"Pena, Cohen and Scott",Agriculture,Kenya,AMEA,100,<$10M,Tier 3
ACC-00716,Levy-May,Financial Services,United Arab Emirates,AMEA,1000,$250M-$1B,Tier 1
ACC-00717,Murray-Oconnor,Agriculture,Japan,APAC,250,$1B+,Tier 3
ACC-00718,Jackson-Cortez,Agriculture,United Arab Emirates,AMEA,5000,$250M-$1B,Tier 2
ACC-00719,White-Preston,Professional Services,United Arab Emirates,AMEA,25,$50M-$250M,Tier 1
ACC-00720,"Bernard, Warren and Combs",Financial Services,Netherlands,Europe,250,$10M-$50M,Tier 2
ACC-00721,Landry Ltd,Financial Services,Germany,Europe,100,$10M-$50M,Tier 3
ACC-00722,Duran Group,Education,United States,WW,5000,$50M-$250M,Tier 3
ACC-00723,Kirby and Sons,Financial Services,South Africa,AMEA,500,<$10M,Tier 2
ACC-00724,Mann Inc,Agriculture,France,Europe,25,$10M-$50M,Tier 2
ACC-00725,Wagner LLC,Agriculture,Germany,WW,500,$250M-$1B,Tier 3
ACC-00726,Williamson Ltd,Technology,Kenya,AMEA,250,$10M-$50M,Tier 3
ACC-00727,"Durham, Hopkins and Smith",Professional Services,United Kingdom,WW,5000,$1B+,Tier 3
ACC-00728,"Arnold, Smith and Moreno",Technology,Netherlands,Europe,250,$10M-$50M,Tier 3
ACC-00729,Nichols-Mitchell,Manufacturing,Kenya,AMEA,500,$10M-$50M,Tier 3
ACC-00730,"Li, Craig and Drake",Professional Services,Germany,Europe,50,$50M-$250M,Tier 2
ACC-00731,Rodriguez Inc,Agriculture,Australia,APAC,25,$50M-$250M,Tier 2
ACC-00732,"Hernandez, Lee and Fox",Education,India,WW,500,<$10M,Tier 3
ACC-00733,Adams-Sanders,Professional Services,Saudi Arabia,AMEA,10000,<$10M,Tier 2
ACC-00734,Chung-Stevens,Manufacturing,India,APAC,50,$10M-$50M,Tier 3
ACC-00735,Branch and Sons,Agriculture,United States,WW,250,$10M-$50M,Tier 3
ACC-00736,Sutton-Abbott,Technology,France,Europe,5000,<$10M,Tier 3
ACC-00737,"Frey, Santos and Johnson",Technology,Japan,APAC,1000,<$10M,Tier 1
ACC-00738,Gray-Tran,Technology,United Kingdom,WW,500,$1B+,Tier 1
ACC-00739,Walsh Ltd,Manufacturing,Japan,APAC,5000,$250M-$1B,Tier 3
ACC-00740,Miller Group,Education,Netherlands,Europe,25,$250M-$1B,Tier 3
ACC-00741,"Mueller, Knight and Hodge",Professional Services,United States,WW,50,$1B+,Tier 1
ACC-00742,Jacobson Inc,Manufacturing,Germany,WW,50,$50M-$250M,Tier 3
ACC-00743,Lewis Ltd,Professional Services,United Arab Emirates,AMEA,500,$250M-$1B,Tier 2
ACC-00744,"Alvarez, Williams and Jones",Agriculture,Germany,Europe,10000,$10M-$50M,Tier 3
ACC-00745,Lam-Elliott,Financial Services,Japan,APAC,500,$10M-$50M,Tier 2
ACC-00746,White LLC,Technology,South Africa,AMEA,50,<$10M,Tier 1
ACC-00747,Ali PLC,Professional Services,Italy,Europe,50,$50M-$250M,Tier 1
ACC-00748,Goodwin Ltd,Financial Services,Saudi Arabia,AMEA,100,$10M-$50M,Tier 1
ACC-00749,Hickman-Evans,Professional Services,Singapore,APAC,250,<$10M,Tier 1
ACC-00750,"Allen, Davenport and Price",Professional Services,Australia,WW,50,$50M-$250M,Tier 3
ACC-00751,"Rivera, Campos and Taylor",Manufacturing,United States,WW,250,$1B+,Tier 2
ACC-00752,"Ramsey, Mason and Mccann",Manufacturing,South Africa,AMEA,250,<$10M,Tier 2
ACC-00753,Davis and Sons,Financial Services,India,WW,10000,$250M-$1B,Tier 2
ACC-00754,Peterson PLC,Agriculture,South Africa,AMEA,1000,$50M-$250M,Tier 2
ACC-00755,"Sanders, Ayala and Johnson",Technology,Singapore,APAC,250,$10M-$50M,Tier 3
ACC-00756,Bowers-Hayes,Manufacturing,Netherlands,Europe,100,$50M-$250M,Tier 2
ACC-00757,Kelly Group,Education,Netherlands,Europe,500,$250M-$1B,Tier 3
ACC-00758,Lopez-Willis,Financial Services,Germany,WW,50,$50M-$250M,Tier 1
ACC-00759,Miller-Montgomery,Manufacturing,India,APAC,50,<$10M,Tier 3
ACC-00760,Marquez Inc,Professional Services,Germany,WW,5000,$1B+,Tier 1
ACC-00761,Moore-Dawson,Professional Services,India,WW,10000,$10M-$50M,Tier 2
ACC-00762,"Moore, Price and Ward",Financial Services,Italy,Europe,500,$10M-$50M,Tier 2
ACC-00763,Smith LLC,Education,India,WW,25,$10M-$50M,Tier 3
ACC-00764,Ward-Nelson,Professional Services,Australia,APAC,10000,$10M-$50M,Tier 1
ACC-00765,Miller Group,Agriculture,Japan,APAC,1000,<$10M,Tier 1
ACC-00766,Hawkins-Hunt,Financial Services,Germany,Europe,500,$50M-$250M,Tier 1
ACC-00767,Johnson LLC,Agriculture,United Kingdom,WW,1000,$250M-$1B,Tier 2
ACC-00768,"Davis, George and Nguyen",Technology,Germany,Europe,1000,<$10M,Tier 3
ACC-00769,Smith-Gutierrez,Agriculture,Kenya,AMEA,100,$250M-$1B,Tier 3
ACC-00770,Hardy PLC,Manufacturing,Italy,Europe,50,$1B+,Tier 2
ACC-00771,Armstrong and Sons,Financial Services,Italy,Europe,5000,$50M-$250M,Tier 2
ACC-00772,"James, Taylor and Turner",Education,Italy,Europe,25,$1B+,Tier 1
ACC-00773,Thomas-Jackson,Financial Services,France,Europe,50,$1B+,Tier 3
ACC-00774,Fisher-Washington,Financial Services,South Africa,AMEA,100,$10M-$50M,Tier 2
ACC-00775,Ward and Sons,Agriculture,United Kingdom,WW,5000,$50M-$250M,Tier 3
ACC-00776,"Weber, Wheeler and Gonzalez",Education,Australia,WW,10000,$10M-$50M,Tier 3
ACC-00777,Taylor Inc,Agriculture,Japan,APAC,25,$10M-$50M,Tier 1
ACC-00778,Cook-Oliver,Professional Services,Australia,APAC,100,$1B+,Tier 1
ACC-00779,Alexander-Jordan,Technology,Australia,APAC,500,$10M-$50M,Tier 3
ACC-00780,"Mccann, Taylor and Flores",Professional Services,Italy,Europe,25,$50M-$250M,Tier 1
ACC-00781,"Harris, Edwards and Oconnell",Education,Japan,APAC,10000,$10M-$50M,Tier 1
ACC-00782,Carter-Neal,Professional Services,France,Europe,100,$1B+,Tier 3
ACC-00783,Faulkner-Casey,Financial Services,Kenya,AMEA,10000,$1B+,Tier 3
ACC-00784,Bennett-Velasquez,Financial Services,Australia,WW,5000,$10M-$50M,Tier 1
ACC-00785,Diaz-Frederick,Financial Services,Germany,WW,5000,$10M-$50M,Tier 3
ACC-00786,Vargas PLC,Financial Services,Australia,WW,25,$1B+,Tier 3
ACC-00787,Maldonado PLC,Technology,Australia,WW,100,$1B+,Tier 3
ACC-00788,Benton Group,Agriculture,Australia,WW,5000,$50M-$250M,Tier 1
ACC-00789,"Clark, Salinas and Guerra",Financial Services,Spain,Europe,5000,$50M-$250M,Tier 3
ACC-00790,Fuentes Group,Education,United Kingdom,WW,500,$250M-$1B,Tier 1
ACC-00791,"Porter, Schultz and Allen",Manufacturing,Germany,WW,5000,$50M-$250M,Tier 1
ACC-00792,"Moore, Henderson and Bennett",Agriculture,United States,WW,50,$1B+,Tier 1
ACC-00793,Ewing-Mendoza,Agriculture,France,Europe,1000,$250M-$1B,Tier 2
ACC-00794,Ferguson-Mclean,Financial Services,Australia,WW,500,$50M-$250M,Tier 3
ACC-00795,"Barnes, Johnson and Schmitt",Professional Services,Netherlands,Europe,500,$250M-$1B,Tier 1
ACC-00796,"Woodard, Herrera and Little",Professional Services,Italy,Europe,10000,$10M-$50M,Tier 2
ACC-00797,Rodriguez and Sons,Manufacturing,Netherlands,Europe,1000,$250M-$1B,Tier 3
ACC-00798,"Ortega, Jackson and Salazar",Agriculture,India,APAC,250,$250M-$1B,Tier 3
ACC-00799,"Terrell, Byrd and Ross",Technology,Australia,APAC,5000,$50M-$250M,Tier 3
ACC-00800,Sheppard-Jordan,Financial Services,Australia,WW,25,<$10M,Tier 1
ACC-00801,Garcia and Sons,Professional Services,Spain,Europe,50,<$10M,Tier 2
ACC-00802,"Burgess, Grant and Watts",Manufacturing,India,APAC,25,$250M-$1B,Tier 2
ACC-00803,Griffin Group,Agriculture,United Arab Emirates,AMEA,100,$250M-$1B,Tier 2
ACC-00804,Barton-Chapman,Financial Services,Germany,WW,500,$10M-$50M,Tier 1
ACC-00805,"Hernandez, Cuevas and Webb",Professional Services,Australia,APAC,25,$50M-$250M,Tier 1
ACC-00806,Perry-Nixon,Financial Services,United States,WW,500,$250M-$1B,Tier 2
ACC-00807,Guerra Ltd,Education,Italy,Europe,250,$1B+,Tier 1
ACC-00808,Bailey LLC,Technology,Germany,WW,500,$1B+,Tier 3
ACC-00809,Mueller-Boyd,Manufacturing,Kenya,AMEA,250,$1B+,Tier 1
ACC-00810,Alvarez-Kim,Education,Italy,Europe,25,$50M-$250M,Tier 1
ACC-00811,"Chavez, Jones and Williams",Professional Services,Germany,Europe,50,$1B+,Tier 2
ACC-00812,"Wilson, Sweeney and Wong",Technology,Kenya,AMEA,500,$250M-$1B,Tier 2
ACC-00813,"Marsh, Spears and Yang",Financial Services,Netherlands,Europe,10000,$250M-$1B,Tier 3
ACC-00814,"Thompson, Moore and Castro",Education,United States,WW,500,<$10M,Tier 2
ACC-00815,Hall-Sullivan,Agriculture,Australia,APAC,1000,$250M-$1B,Tier 2
ACC-00816,Lopez Ltd,Agriculture,India,WW,250,$50M-$250M,Tier 1
ACC-00817,Foster-Mclaughlin,Agriculture,Netherlands,Europe,50,$1B+,Tier 1
ACC-00818,Cole Group,Manufacturing,Netherlands,Europe,250,$1B+,Tier 2
ACC-00819,Smith-Lewis,Agriculture,Australia,APAC,10000,$10M-$50M,Tier 1
ACC-00820,Goodwin-Stokes,Manufacturing,Australia,APAC,250,$10M-$50M,Tier 1
ACC-00821,Ray PLC,Financial Services,United Arab Emirates,AMEA,50,<$10M,Tier 3
ACC-00822,Diaz and Sons,Professional Services,Germany,Europe,25,$250M-$1B,Tier 2
ACC-00823,Wilson-Lambert,Education,Kenya,AMEA,10000,$10M-$50M,Tier 3
ACC-00824,Rose-Fowler,Education,South Africa,AMEA,100,<$10M,Tier 3
ACC-00825,"Price, Long and Wilson",Education,Italy,Europe,25,$1B+,Tier 2
ACC-00826,Bruce-Williamson,Agriculture,France,Europe,10000,<$10M,Tier 3
ACC-00827,"Mccarthy, Evans and Mendez",Manufacturing,Germany,Europe,25,$10M-$50M,Tier 2
ACC-00828,Powers LLC,Manufacturing,India,WW,500,$10M-$50M,Tier 3
ACC-00829,Allen Inc,Financial Services,Kenya,AMEA,10000,$1B+,Tier 2
ACC-00830,Brooks and Sons,Financial Services,Saudi Arabia,AMEA,5000,$10M-$50M,Tier 2
ACC-00831,"Price, Carlson and Andrews",Manufacturing,Saudi Arabia,AMEA,500,$250M-$1B,Tier 1
ACC-00832,Lopez-Reid,Professional Services,Australia,APAC,50,$50M-$250M,Tier 1
ACC-00833,"Ellison, Arias and Thompson",Education,France,Europe,100,$10M-$50M,Tier 2
ACC-00834,Burns and Sons,Financial Services,Australia,WW,10000,$10M-$50M,Tier 3
ACC-00835,Edwards Group,Education,Kenya,AMEA,500,$1B+,Tier 3
ACC-00836,"Brown, Howard and Smith",Education,United States,WW,100,<$10M,Tier 1
ACC-00837,Lee Group,Education,United Arab Emirates,AMEA,10000,$50M-$250M,Tier 2
ACC-00838,"Wagner, Simpson and Cohen",Manufacturing,Kenya,AMEA,1000,<$10M,Tier 2
ACC-00839,Mckinney-Wallace,Manufacturing,Germany,WW,250,$1B+,Tier 3
ACC-00840,Miller Inc,Manufacturing,Singapore,APAC,1000,$1B+,Tier 2
ACC-00841,Carter LLC,Technology,Spain,Europe,500,$250M-$1B,Tier 3
ACC-00842,Medina and Sons,Financial Services,Singapore,APAC,5000,$1B+,Tier 3
ACC-00843,Cunningham-Barton,Technology,Germany,Europe,100,$50M-$250M,Tier 1
ACC-00844,Dunn-Wilson,Manufacturing,Kenya,AMEA,500,$1B+,Tier 3
ACC-00845,Adams PLC,Manufacturing,Spain,Europe,1000,$1B+,Tier 3
ACC-00846,Weaver-Sherman,Education,France,Europe,100,<$10M,Tier 1
ACC-00847,"Alexander, Robinson and Coleman",Agriculture,Singapore,APAC,50,$10M-$50M,Tier 1
ACC-00848,"Greer, Potter and Evans",Technology,Germany,Europe,50,$250M-$1B,Tier 3
ACC-00849,Cole LLC,Technology,Australia,WW,50,<$10M,Tier 2
ACC-00850,Gonzales Inc,Technology,Japan,APAC,500,$10M-$50M,Tier 1
ACC-00851,Clark Ltd,Education,South Africa,AMEA,100,$1B+,Tier 1
ACC-00852,"Norris, Callahan and Bishop",Technology,India,WW,1000,$250M-$1B,Tier 2
ACC-00853,Martin-Taylor,Professional Services,Saudi Arabia,AMEA,100,$1B+,Tier 1
ACC-00854,Li Inc,Agriculture,Italy,Europe,5000,$1B+,Tier 3
ACC-00855,"Bell, Campbell and Ryan",Manufacturing,Saudi Arabia,AMEA,250,<$10M,Tier 2
ACC-00856,Werner-Carter,Manufacturing,Saudi Arabia,AMEA,500,$10M-$50M,Tier 2
ACC-00857,"Adams, Hodge and Duke",Technology,Germany,WW,100,$50M-$250M,Tier 2
ACC-00858,"Ochoa, Taylor and Brady",Professional Services,Germany,Europe,10000,$250M-$1B,Tier 2
ACC-00859,Sellers-Riddle,Education,India,WW,250,<$10M,Tier 3
ACC-00860,"Martinez, Cline and Wright",Financial Services,Saudi Arabia,AMEA,5000,$250M-$1B,Tier 1
ACC-00861,"Morris, Wright and Bridges",Agriculture,Japan,APAC,5000,$10M-$50M,Tier 2
ACC-00862,Burns-Ray,Education,United Kingdom,WW,500,$50M-$250M,Tier 3
ACC-00863,Burton-Brooks,Education,South Africa,AMEA,50,$10M-$50M,Tier 1
ACC-00864,Schultz Inc,Technology,Saudi Arabia,AMEA,10000,$50M-$250M,Tier 3
ACC-00865,Robertson-Ramirez,Financial Services,Netherlands,Europe,25,$10M-$50M,Tier 1
ACC-00866,Gibson-Freeman,Financial Services,United States,WW,500,$50M-$250M,Tier 1
ACC-00867,"Smith, Schroeder and Oconnor",Agriculture,Germany,Europe,250,<$10M,Tier 1
ACC-00868,"Stanton, Reid and Terry",Education,United Kingdom,WW,1000,$250M-$1B,Tier 2
ACC-00869,Flynn Group,Manufacturing,Spain,Europe,25,$50M-$250M,Tier 1
ACC-00870,Donaldson and Sons,Technology,Singapore,APAC,5000,<$10M,Tier 3
ACC-00871,Adams-Clayton,Financial Services,France,Europe,500,$250M-$1B,Tier 1
ACC-00872,Kelley-Anderson,Agriculture,United Kingdom,WW,5000,$250M-$1B,Tier 1
ACC-00873,Kramer-Shannon,Financial Services,Australia,WW,50,$1B+,Tier 3
ACC-00874,Williams Ltd,Education,Japan,APAC,500,$50M-$250M,Tier 1
ACC-00875,Smith-Noble,Agriculture,Germany,WW,50,$50M-$250M,Tier 2
ACC-00876,Alexander Inc,Financial Services,Kenya,AMEA,25,$10M-$50M,Tier 1
ACC-00877,Harris-Barker,Agriculture,Japan,APAC,1000,<$10M,Tier 1
ACC-00878,Khan LLC,Professional Services,United Arab Emirates,AMEA,5000,$10M-$50M,Tier 1
ACC-00879,Baxter LLC,Professional Services,Australia,WW,100,$50M-$250M,Tier 1
ACC-00880,Pena LLC,Financial Services,Japan,APAC,50,$1B+,Tier 2
ACC-00881,Watson Ltd,Technology,India,WW,100,$1B+,Tier 1
ACC-00882,Williams Ltd,Education,Australia,APAC,1000,$1B+,Tier 3
ACC-00883,Barber-Fischer,Education,South Africa,AMEA,25,$250M-$1B,Tier 2
ACC-00884,Rios-Padilla,Manufacturing,India,APAC,10000,$250M-$1B,Tier 3
ACC-00885,Lewis Inc,Professional Services,Saudi Arabia,AMEA,250,$1B+,Tier 1
ACC-00886,Wheeler PLC,Manufacturing,Saudi Arabia,AMEA,500,$1B+,Tier 3
ACC-00887,"Wallace, Smith and Cooper",Technology,Australia,APAC,10000,$50M-$250M,Tier 2
ACC-00888,Mcneil Group,Education,United Arab Emirates,AMEA,5000,$10M-$50M,Tier 1
ACC-00889,"Anderson, Jones and Reyes",Professional Services,South Africa,AMEA,1000,<$10M,Tier 3
ACC-00890,"Shaffer, Garcia and Richardson",Financial Services,Italy,Europe,10000,$1B+,Tier 1
